Order ID,Unique ID,Customer,City,Quantity,Price,Total Sale Amount
CT-2016-121958,CT-2016-UK-314,Anna Franklin,Fairfield,10,53.35,533.5
NJ-2017-121468,NJ-2017-CQ-172,Maria Hughes,Westfield,9,12.42,111.78
MA-2016-108455,MA-2016-AV-432,Susan Watkins,Lowell,4,53.35,213.4
NJ-2017-101210,NJ-2017-JO-206,Johnny Fowler,Westfield,1,17.83,17.83
OR-2016-108098,OR-2016-ZB-111,Samuel Garza,Portland,7,17.83,124.81
NV-2014-119032,NV-2014-RJ-776,Donna Williams,Las Vegas,7,12.42,86.94
NJ-2015-140410,NJ-2015-IV-909,Johnny Fowler,Westfield,7,53.35,373.45
MA-2014-136280,MA-2014-LM-272,Douglas Duncan,Lowell,9,17.83,160.47
CA-2017-151911,CA-2017-ID-138,Steven Stewart,Los Angeles,10,17.83,178.3
WA-2017-166436,WA-2017-DN-727,Cheryl Morris,Seattle,5,53.35,266.75
NJ-2017-139661,NJ-2017-OF-983,Phyllis Johnston,Troy,8,12.42,99.36
WA-2014-123925,WA-2014-PK-142,Jerry Collins,Seattle,2,16.32,32.64
WA-2017-152485,WA-2017-NI-454,Beverly Garcia,Seattle,2,53.35,106.7
NJ-2016-141586,NJ-2016-VS-187,Brenda Cruz,Troy,2,12.42,24.84
NJ-2017-130386,NJ-2017-EL-454,Sharon Perez,Troy,5,16.32,81.6
NV-2016-100468,WA-DIPIB-8971,Craig Lewis,Las Vegas,4,12.42,49.68
NJ-2015-153388,NJ-2015-SP-167,Heather Larson,Westfield,1,17.83,17.83
WA-2017-154935,WA-2017-ES-165,Henry Sanders,Seattle,6,12.42,74.52
NJ-2016-134208,NJ-2016-HV-796,Richard Walker,Troy,9,17.83,160.47
CA-2017-108294,CA-2017-UG-880,Helen Diaz,Los Angeles,2,12.42,24.84
MA-2017-103611,MA-2017-WC-259,Theresa Ellis,Lowell,10,12.42,124.2
WA-2017-100384,WA-2017-XV-792,Jane Ramirez,Seattle,1,12.42,12.42
MA-2017-112809,MA-2017-CE-228,Roger Gomez,Lowell,10,17.83,178.3
CA-2017-160759,CA-2017-VN-878,Rachel Stanley,Los Angeles,2,16.32,32.64
MA-2017-148446,MA-2017-RK-315,Paul Perkins,Lowell,3,17.83,53.49
WA-2014-111059,WA-2014-KI-106,Earl Morales,Seattle,1,12.42,12.42
CT-2017-116204,CT-2017-JL-693,Henry Cox,Fairfield,9,17.83,160.47
NJ-2017-109946,NJ-2017-LO-826,Brian Ryan,Westfield,1,16.32,16.32
MA-2015-144806,MA-2015-YZ-640,Ryan Alvarez,Lowell,2,12.42,24.84
CT-2016-122392,CT-2016-AA-893,Henry Cox,Fairfield,2,12.42,24.84
NJ-2015-148432,NJ-2015-JS-377,Maria Hughes,Westfield,10,16.32,163.2
WA-2015-103793,WA-2015-ZS-644,Kathy Schmidt,Seattle,4,53.35,213.4
CA-2017-159884,CA-2017-BE-573,Martha Bell,Los Angeles,10,12.42,124.2
WA-2016-139885,WA-2016-ZB-988,Judy Sanchez,Seattle,6,17.83,106.98
WA-2017-124086,WA-2017-VH-383,Ernest Hernandez,Seattle,5,17.83,89.15
WA-2016-112389,WA-2016-MP-853,Susan Gomez,Seattle,9,12.42,111.78
NJ-2017-121888,NJ-2017-WK-941,Joshua Washington,Westfield,9,12.42,111.78
NV-2014-166884,NV-2014-BK-683,Donna Williams,Las Vegas,10,16.32,163.2
NJ-2014-107181,NJ-2014-RM-518,Stephen Welch,Westfield,5,16.32,81.6
NJ-2014-150245,NJ-2014-XG-142,Wayne Lawson,Troy,4,12.42,49.68
MA-2015-111395,MA-2015-DQ-275,Andrew Howard,Lowell,10,16.32,163.2
WA-2014-134278,WA-ZVZKG-39375,Maria Romero,Seattle,5,16.32,81.6
NV-2017-124926,NV-2017-IS-761,Sarah Harrison,Las Vegas,6,12.42,74.52
NJ-2016-159345,NJ-2016-QU-620,Anna Wheeler,Troy,5,16.32,81.6
NJ-2014-130274,NJ-2014-FD-203,Judy Carpenter,Westfield,4,16.32,65.28
WA-2017-158386,WA-2017-OP-642,Jason Berry,Seattle,6,53.35,320.1
WA-2015-111507,WA-2015-VS-368,Louis Frazier,Seattle,4,12.42,49.68
MA-2017-120761,MA-2017-KX-314,Jason Patterson,Lowell,5,53.35,266.75
NJ-2016-109176,NJ-2016-CZ-851,Ronald Lopez,Westfield,9,12.42,111.78
WA-2015-112116,WA-2015-CM-595,Charles Collins,Seattle,4,12.42,49.68
OR-2016-126809,OR-2016-SY-998,Rose Moreno,Portland,7,12.42,86.94
CT-2014-105172,CT-2014-RO-348,Lois Baker,Fairfield,3,12.42,37.26
MA-2017-107293,MA-2017-FZ-913,Steven Miller,Lowell,6,53.35,320.1
MA-2017-102890,MA-2017-ON-893,Phillip Young,Lowell,4,16.32,65.28
CT-2015-158554,CT-2015-CP-309,Ryan Arnold,Fairfield,9,12.42,111.78
NJ-2014-116239,NJ-2014-SV-678,Katherine Hayes,Troy,5,12.42,62.1
NJ-2015-132101,NJ-2015-DF-421,Arthur Simmons,Westfield,8,12.42,99.36
WA-2015-129112,WA-2015-AN-851,Charles Collins,Seattle,3,12.42,37.26
MA-2017-152002,MA-2017-TQ-160,Kevin Barnes,Lowell,10,53.35,533.5
NJ-2017-165029,NJ-2017-RL-295,Arthur Austin,Troy,3,53.35,160.05
MA-2014-157385,MA-2014-RJ-419,Frances Lane,Lowell,1,12.42,12.42
CA-2014-101602,CA-2014-DW-982,Anthony White,Los Angeles,2,17.83,35.66
CA-2016-109057,CA-2016-ZM-390,Deborah Gilbert,Los Angeles,5,53.35,266.75
OR-2016-154403,OR-2016-EJ-359,Kevin Garza,Portland,1,16.32,16.32
WA-2016-102456,WA-2016-JU-182,Lisa Morrison,Seattle,8,12.42,99.36
NJ-2015-131338,NJ-2015-MR-168,Cynthia Mccoy,Westfield,1,17.83,17.83
NJ-2016-109911,NJ-2016-GT-990,Cynthia Ray,Troy,9,17.83,160.47
MA-2016-132423,CT-YNMTC-13139,Eric Robertson,Lowell,4,16.32,65.28
MA-2015-122826,MA-2015-LJ-318,Louise Green,Lowell,2,53.35,106.7
NJ-2014-117317,NJ-2014-OT-606,Ernest Bishop,Westfield,1,12.42,12.42
NV-2015-118423,NV-2015-WU-461,Sarah Harrison,Las Vegas,3,12.42,37.26
OR-2017-149181,OR-2017-TR-791,Marilyn Graham,Portland,5,16.32,81.6
MA-2017-132234,MA-2017-VM-849,Antonio Hunter,Lowell,8,53.35,426.8
MA-2017-158876,MA-2017-VU-236,Carl Howard,Lowell,1,53.35,53.35
WA-2016-164672,WA-2016-PS-989,Henry Sanders,Seattle,8,16.32,130.56
NJ-2016-132857,NJ-2016-TH-394,Emily Patterson,Troy,2,12.42,24.84
WA-2017-116645,WA-2017-SX-649,Jennifer Adams,Seattle,1,16.32,16.32
NJ-2016-115819,NJ-2016-NY-597,Mark Rogers,Troy,2,12.42,24.84
NJ-2014-156349,NJ-2014-JI-133,Albert Dunn,Westfield,8,53.35,426.8
NJ-2017-138380,NJ-2017-XR-282,Roy Young,Troy,2,12.42,24.84
NJ-2016-113509,NJ-2016-JE-458,Ronald Kim,Troy,5,17.83,89.15
OR-2015-130022,OR-2015-UW-453,Lois Fernandez,Portland,2,53.35,106.7
MA-2016-118780,MA-2016-SI-866,Susan Watkins,Lowell,5,12.42,62.1
NJ-2017-108560,NJ-2017-AK-733,Chris Gilbert,Troy,6,53.35,320.1
NJ-2015-157084,NJ-2015-HD-412,Denise Perez,Troy,8,12.42,99.36
MA-2015-164539,MA-2015-LN-117,Eugene Schmidt,Lowell,6,12.42,74.52
WA-2015-143119,WA-2015-JL-915,Terry Nguyen,Seattle,7,17.83,124.81
MA-2017-101049,MA-2017-LW-923,Walter Meyer,Lowell,7,12.42,86.94
NJ-2016-106530,NJ-2016-OI-128,Annie Wilson,Troy,6,53.35,320.1
MA-2014-168984,MA-2014-HX-414,Nancy Meyer,Lowell,8,17.83,142.64
CT-2016-157266,CT-2016-NE-688,Annie Collins,Fairfield,2,12.42,24.84
MA-2014-134712,MA-2014-VF-710,Joan Cooper,Lowell,5,12.42,62.1
NJ-2015-111829,NJ-2015-SY-664,Todd Miller,Westfield,10,16.32,163.2
MA-2015-105221,NJ-PMMNP-38700,Louise Green,Lowell,8,53.35,426.8
NV-2015-120341,NV-2015-MQ-319,Michelle Elliott,Las Vegas,3,53.35,160.05
MA-2014-135699,MA-2014-FE-149,Walter Meyer,Lowell,3,12.42,37.26
NJ-2017-132444,NJ-2017-ML-892,Chris George,Westfield,3,12.42,37.26
WA-2014-127159,WA-2014-XI-538,Paula Ross,Seattle,8,12.42,99.36
MA-2017-161809,MA-2017-VY-960,Jean Fowler,Lowell,6,16.32,97.92
NJ-2017-127285,NJ-2017-WF-868,Stephen Welch,Westfield,3,12.42,37.26
NJ-2017-144526,NJ-2017-AA-701,Lisa Thomas,Westfield,7,12.42,86.94
MA-2016-128531,MA-2016-AR-384,Brandon King,Lowell,10,12.42,124.2
MA-2015-157154,MA-2015-LG-144,Shirley Rivera,Lowell,9,53.35,480.15
MA-2017-159457,MA-2017-QB-381,Teresa Walker,Lowell,3,16.32,48.96
NJ-2016-107615,NJ-2016-JL-709,Jennifer Simpson,Westfield,8,17.83,142.64
MA-2017-111647,MA-2017-YF-841,Walter Meyer,Lowell,2,16.32,32.64
MA-2015-150560,MA-2015-RP-171,Frank Murphy,Lowell,6,53.35,320.1
NJ-2015-143077,NJ-2015-YW-427,Louis Marshall,Troy,10,17.83,178.3
MA-2016-122728,MA-2016-JS-948,Douglas Duncan,Lowell,10,53.35,533.5
OR-2014-122882,OR-2014-MC-604,Kelly Gomez,Portland,5,53.35,266.75
NJ-2016-101497,NJ-2016-FH-809,Edward Wells,Westfield,2,16.32,32.64
OR-2016-147585,OR-2016-CU-434,Billy Scott,Portland,2,12.42,24.84
MA-2017-149489,MA-2017-IF-455,Rose Baker,Lowell,4,53.35,213.4
CA-2017-143798,CA-2017-SU-591,Brenda Nelson,Los Angeles,8,12.42,99.36
NJ-2014-142839,NJ-2014-TX-788,Edward Wells,Westfield,7,53.35,373.45
NJ-2017-129833,NJ-2017-PO-986,Tammy Hart,Westfield,4,12.42,49.68
NJ-2016-154361,NJ-2016-MA-801,Theresa Torres,Westfield,6,12.42,74.52
CT-2016-158708,CT-2016-UW-122,Phyllis Grant,Fairfield,8,53.35,426.8
MA-2015-156335,MA-2015-FS-602,Joe Russell,Lowell,5,16.32,81.6
OR-2015-148376,MA-YIZFH-7986,Clarence Bishop,Portland,1,16.32,16.32
CT-2014-135657,CT-2014-TM-763,Albert Bradley,Fairfield,4,12.42,49.68
CA-2015-114069,CA-2015-CV-680,Timothy Gonzales,Los Angeles,10,12.42,124.2
NJ-2014-139857,NJ-2014-BY-493,Tina Jones,Troy,6,16.32,97.92
CT-2016-106306,CT-2016-TP-624,Ryan Arnold,Fairfield,7,16.32,114.24
WA-2015-100545,WA-2015-DU-372,Arthur Green,Seattle,9,12.42,111.78
CT-2017-123491,CT-2017-EV-503,Carlos Stephens,Fairfield,6,12.42,74.52
MA-2015-145401,MA-2015-XS-791,Amanda Bryant,Lowell,2,16.32,32.64
MA-2017-124968,MA-2017-EY-654,Rose Baker,Lowell,10,12.42,124.2
WA-2017-104003,WA-2017-SB-444,Angela Sullivan,Seattle,8,12.42,99.36
CA-2016-154788,CA-2016-VW-148,Frank Garrett,Los Angeles,1,17.83,17.83
OR-2016-169943,OR-2016-LF-192,Rose Matthews,Portland,1,53.35,53.35
NJ-2015-123218,NJ-2015-ZU-913,Denise Mitchell,Westfield,3,53.35,160.05
MA-2015-127453,MA-2015-OA-394,Thomas Robinson,Lowell,9,12.42,111.78
NJ-2017-164056,NJ-2017-XR-475,Marilyn Martin,Troy,7,17.83,124.81
OR-2016-106894,OR-2016-FP-292,Sharon Rice,Portland,4,17.83,71.32
WA-2014-125136,WA-2014-NZ-716,Sharon Montgomery,Seattle,10,17.83,178.3
CA-2016-131149,CA-2016-NU-183,Jimmy Warren,Los Angeles,4,16.32,65.28
NJ-2017-101483,NJ-2017-QP-656,Phyllis Ward,Troy,5,12.42,62.1
NJ-2015-130204,NJ-2015-RA-576,Todd Miller,Westfield,9,17.83,160.47
OR-2014-110527,OR-2014-TP-455,Martha Harper,Portland,5,53.35,266.75
NJ-2017-152807,NJ-2017-VA-879,Phyllis Gonzales,Westfield,2,16.32,32.64
MA-2014-133270,MA-2014-DY-522,Alice Davis,Lowell,4,12.42,49.68
WA-2016-155670,WA-2016-CG-707,Russell Cooper,Seattle,2,17.83,35.66
CT-2014-157406,CT-2014-HA-457,Nicholas Ward,Fairfield,7,17.83,124.81
WA-2015-139094,WA-2015-FD-723,Christine Wallace,Seattle,6,12.42,74.52
OR-2017-168837,CA-YSVJO-42975,Kathy Lee,Portland,2,12.42,24.84
OR-2017-116715,OR-2017-NK-122,Joyce Garcia,Portland,6,16.32,97.92
NJ-2015-135622,NJ-2015-DE-126,Betty Stewart,Troy,9,16.32,146.88
NJ-2015-107349,NJ-2015-MX-458,Kimberly Morris,Troy,8,12.42,99.36
MA-2014-139017,MA-2014-IG-908,Bruce Cruz,Lowell,7,12.42,86.94
MA-2014-141817,MA-2014-LE-311,Eric Robertson,Lowell,3,12.42,37.26
NJ-2015-130785,NJ-2015-IN-163,Johnny Fowler,Westfield,10,12.42,124.2
NJ-2016-110254,NJ-2016-ND-547,Edward Wells,Westfield,8,16.32,130.56
MA-2014-158057,MA-2014-BP-961,Jerry Butler,Lowell,8,12.42,99.36
NJ-2017-146024,NJ-2017-RY-747,Todd Miller,Westfield,8,12.42,99.36
OR-2016-129686,OR-2016-TQ-395,Linda Wagner,Portland,4,16.32,65.28
MA-2014-118976,MA-2014-VY-427,Phillip Johnston,Lowell,1,53.35,53.35
MA-2015-105347,MA-2015-OJ-326,Carl Howard,Lowell,9,17.83,160.47
CT-2016-124667,CT-2016-VN-828,Annie Collins,Fairfield,5,12.42,62.1
NJ-2015-111094,NJ-2015-RJ-156,Robert Hayes,Troy,6,12.42,74.52
NJ-2017-166317,NJ-2017-GY-681,Peter Brown,Westfield,3,53.35,160.05
NJ-2015-154326,NJ-2015-NC-781,Cynthia Ray,Troy,1,17.83,17.83
NJ-2014-102008,NJ-2014-OH-307,Nicholas Howell,Troy,7,53.35,373.45
NJ-2014-120474,NJ-2014-TG-972,Frances Campbell,Troy,8,12.42,99.36
NJ-2014-104773,NJ-2014-GS-460,Louis Mason,Troy,8,12.42,99.36
WA-2016-140774,WA-2016-QS-369,Christine Wallace,Seattle,9,12.42,111.78
MA-2017-139465,MA-2017-IA-557,Teresa Walker,Lowell,7,12.42,86.94
MA-2016-100965,MA-2016-SQ-186,Sean Carr,Lowell,5,17.83,89.15
OR-2016-121034,OR-2016-ED-667,Edward Taylor,Portland,9,17.83,160.47
NJ-2016-149461,NJ-2016-RS-858,Lois Castillo,Troy,8,12.42,99.36
NV-2017-158379,NV-2017-YU-449,Laura Lewis,Las Vegas,8,12.42,99.36
OR-2016-116729,OR-PZJUA-28078,Lillian Howard,Portland,7,12.42,86.94
NJ-2016-164938,NJ-2016-SN-825,David Allen,Westfield,2,53.35,106.7
WA-2016-165484,WA-2016-TI-391,Jessica Miller,Seattle,5,53.35,266.75
OR-2014-132612,OR-2014-ZX-877,Brian Bryant,Portland,8,16.32,130.56
NJ-2017-161193,NJ-2017-LR-132,Peter Gilbert,Troy,10,53.35,533.5
MA-2015-131597,MA-2015-VF-996,Jeremy Richards,Lowell,5,17.83,89.15
NJ-2015-164833,NJ-2015-VF-524,Anna Wheeler,Troy,10,12.42,124.2
NJ-2015-125423,NJ-2015-FE-466,Anthony Ruiz,Westfield,4,17.83,71.32
OR-2014-130379,OR-2014-AB-485,Thomas Lane,Portland,6,12.42,74.52
CT-2016-168956,CT-2016-FY-852,Raymond Clark,Fairfield,6,17.83,106.98
NJ-2016-167507,NJ-2016-QU-420,Adam Russell,Westfield,7,53.35,373.45
NV-2016-109344,NV-2016-MY-154,Rachel Dunn,Las Vegas,10,12.42,124.2
MA-2015-140851,MA-2015-LK-311,Harold Schmidt,Lowell,1,16.32,16.32
MA-2014-103373,MA-2014-HL-771,Roger Gomez,Lowell,2,53.35,106.7
NJ-2017-145884,NJ-2017-QZ-671,Rebecca Williams,Westfield,1,17.83,17.83
WA-2015-131422,WA-2015-RS-544,Joseph Dixon,Seattle,9,12.42,111.78
WA-2017-162691,WA-2017-ER-759,Jean Stephens,Seattle,6,12.42,74.52
NJ-2014-141278,NJ-2014-TX-260,Dorothy Patterson,Troy,2,12.42,24.84
MA-2017-122693,MA-2017-GU-729,Harold Schmidt,Lowell,1,53.35,53.35
NV-2014-117345,NV-2014-YV-721,Craig Lewis,Las Vegas,4,17.83,71.32
NJ-2016-157763,NJ-2016-XJ-855,Lawrence Ruiz,Troy,10,12.42,124.2
NJ-2015-135391,NJ-2015-IF-707,Jimmy Bailey,Troy,10,53.35,533.5
CT-2017-113852,CT-2017-JV-736,Ashley Olson,Fairfield,10,12.42,124.2
CA-2017-158512,CA-2017-UW-128,Robin Murphy,Los Angeles,8,16.32,130.56
NV-2017-128370,NV-2017-SK-171,Doris Diaz,Las Vegas,7,53.35,373.45
MA-2015-160472,MA-2015-UA-104,George Stone,Lowell,9,12.42,111.78
NJ-2014-114643,NJ-TCYSZ-26343,Theresa Torres,Westfield,1,16.32,16.32
MA-2017-158218,MA-2017-EM-108,Justin Dixon,Lowell,10,12.42,124.2
MA-2015-121608,MA-2015-RC-375,Brandon King,Lowell,6,53.35,320.1
MA-2017-121251,MA-2017-VU-231,Bobby Mitchell,Lowell,8,12.42,99.36
NJ-2014-151078,NJ-2014-RZ-274,Evelyn Greene,Troy,4,53.35,213.4
NJ-2016-100839,NJ-2016-AQ-188,Todd Holmes,Troy,3,12.42,37.26
NJ-2017-116659,NJ-2017-TR-147,Joe Ryan,Troy,4,17.83,71.32
MA-2017-118857,MA-2017-TP-620,Sean Carr,Lowell,9,53.35,480.15
CA-2015-127110,CA-2015-LB-460,Judy Lopez,Los Angeles,8,53.35,426.8
MA-2016-148201,MA-2016-XV-811,Carl Ford,Lowell,1,12.42,12.42
NV-2014-116932,NV-2014-DW-880,Laura Lewis,Las Vegas,6,12.42,74.52
MA-2017-142888,MA-2017-LQ-837,Eugene Flores,Lowell,2,53.35,106.7
WA-2014-147914,WA-2014-ZD-988,Phillip Mills,Seattle,7,53.35,373.45
CA-2016-112977,CA-2016-BT-722,Frank Garrett,Los Angeles,9,12.42,111.78
CA-2017-112039,CA-2017-LS-114,Joan Robinson,Los Angeles,1,53.35,53.35
MA-2017-118885,MA-2017-HO-226,Phillip Johnston,Lowell,6,16.32,97.92
NJ-2017-166611,NJ-2017-XE-454,Katherine Mcdonald,Troy,4,16.32,65.28
NJ-2015-109512,NJ-2015-VN-444,Ruby Matthews,Troy,6,12.42,74.52
CA-2016-118570,CA-2016-RZ-801,Judy Lopez,Los Angeles,7,12.42,86.94
MA-2017-154718,MA-2017-ZZ-653,Jeremy Richards,Lowell,3,17.83,53.49
NJ-2016-147578,NJ-2016-WB-965,Frank Ramos,Troy,7,53.35,373.45
NV-2014-140165,NV-2014-BI-442,Michelle Elliott,Las Vegas,1,16.32,16.32
OR-2014-142587,OR-2014-FI-738,Julie Gonzalez,Portland,8,17.83,142.64
CA-2014-157623,CA-2014-TP-767,Evelyn Elliott,Los Angeles,6,12.42,74.52
NJ-2017-145310,NJ-2017-QU-890,Ronald Lopez,Westfield,1,53.35,53.35
NV-2016-100083,NV-2016-IS-262,Sandra Hughes,Las Vegas,4,12.42,49.68
NJ-2017-108063,NV-FGQON-33376,Rachel Larson,Westfield,5,12.42,62.1
NJ-2015-109197,NJ-2015-SJ-131,Russell Day,Westfield,6,12.42,74.52
CA-2017-141789,CA-2017-ZW-159,Jimmy Warren,Los Angeles,3,16.32,48.96
CT-2014-169775,CT-2014-NI-633,Henry Cox,Fairfield,10,12.42,124.2
CT-2016-140543,CT-2016-UV-124,Russell Romero,Fairfield,9,12.42,111.78
NJ-2016-151141,NJ-2016-CD-545,Edward Cooper,Troy,5,17.83,89.15
NJ-2017-167094,NJ-2017-TA-482,Kathy Rice,Westfield,4,17.83,71.32
NJ-2017-154410,NJ-2017-RV-431,Jacqueline Wheeler,Westfield,9,12.42,111.78
NV-2016-150567,NV-2016-GX-804,Kimberly Bennett,Las Vegas,10,12.42,124.2
WA-2015-157959,WA-2015-FD-771,Arthur James,Seattle,8,53.35,426.8
NJ-2017-105886,NJ-2017-NY-668,Eugene Hayes,Westfield,10,12.42,124.2
MA-2016-105963,MA-2016-BD-516,Harold Rodriguez,Lowell,7,17.83,124.81
NJ-2017-121503,NJ-2017-BB-161,Anthony Berry,Troy,4,12.42,49.68
MA-2014-103366,MA-2014-KI-550,Roger Andrews,Lowell,1,17.83,17.83
CT-2017-124597,CT-2017-JG-770,Russell Romero,Fairfield,7,12.42,86.94
OR-2015-105634,OR-2015-BT-780,Teresa Fisher,Portland,8,53.35,426.8
MA-2015-123673,MA-2015-ZD-512,Aaron Morris,Lowell,4,12.42,49.68
NJ-2017-111423,NJ-2017-TJ-415,Cheryl Riley,Troy,4,53.35,213.4
NJ-2015-125178,NJ-2015-XJ-293,Adam Russell,Westfield,6,12.42,74.52
CT-2016-156685,CT-2016-II-201,Jane Watkins,Fairfield,7,16.32,114.24
NJ-2017-126865,NJ-2017-WO-169,Joseph Boyd,Troy,6,53.35,320.1
NJ-2017-102834,NJ-2017-AM-285,Sandra Hicks,Troy,10,16.32,163.2
OR-2016-139710,OR-2016-GM-685,Kenneth West,Portland,9,17.83,160.47
MA-2017-121538,MA-2017-AA-668,Cheryl Myers,Lowell,9,53.35,480.15
OR-2017-101539,OR-2017-BB-280,Jean Griffin,Portland,4,17.83,71.32
NJ-2016-152121,NJ-2016-HN-897,Emily Patterson,Troy,5,12.42,62.1
NJ-2017-161200,NJ-JPFNZ-29803,Peter Gilbert,Troy,9,53.35,480.15
MA-2017-101245,MA-2017-OZ-154,Paul Perkins,Lowell,3,17.83,53.49
NJ-2015-141768,NJ-2015-OT-510,Raymond Collins,Troy,7,12.42,86.94
NJ-2016-112109,NJ-2016-XI-321,Nancy Scott,Troy,2,12.42,24.84
WA-2017-144064,WA-2017-BQ-431,Henry Sanders,Seattle,7,12.42,86.94
NJ-2016-108581,NJ-2016-UV-147,Albert Miller,Troy,7,12.42,86.94
MA-2017-157987,MA-2017-LY-447,Cheryl Williamson,Lowell,9,12.42,111.78
NJ-2017-110905,NJ-2017-FO-484,Lori Collins,Troy,5,17.83,89.15
WA-2017-165841,WA-2017-FT-829,Jerry Collins,Seattle,9,16.32,146.88
OR-2017-117485,OR-2017-JZ-199,Kathy Lee,Portland,4,12.42,49.68
MA-2017-140242,MA-2017-YV-769,Matthew Smith,Lowell,8,17.83,142.64
MA-2014-148950,MA-2014-XT-402,Roger Andrews,Lowell,6,12.42,74.52
CT-2014-110408,CT-2014-SD-817,Sandra Meyer,Fairfield,10,16.32,163.2
NJ-2015-109939,NJ-2015-FC-224,Adam Russell,Westfield,9,17.83,160.47
WA-2016-112669,WA-2016-KH-110,Pamela Alexander,Seattle,2,12.42,24.84
NJ-2015-119592,NJ-2015-CZ-826,Randy Burton,Troy,4,16.32,65.28
CT-2014-122749,CT-2014-SH-512,Russell Romero,Fairfield,1,12.42,12.42
NJ-2014-164721,NJ-2014-HQ-680,Phyllis Ward,Troy,10,53.35,533.5
OR-2016-147417,OR-2016-XE-509,Anna Garcia,Portland,6,16.32,97.92
OR-2015-127509,OR-2015-IG-736,Anna Garcia,Portland,9,12.42,111.78
CT-2017-111374,CT-2017-AR-681,Jane Watkins,Fairfield,8,12.42,99.36
WA-2017-133648,WA-2017-AC-118,Gloria Morris,Seattle,1,16.32,16.32
NJ-2017-147221,NJ-2017-UW-906,Kenneth Fernandez,Troy,5,16.32,81.6
NJ-2014-131905,NJ-2014-OS-213,Ronald Lopez,Westfield,4,12.42,49.68
MA-2017-166128,MA-2017-KT-923,Kevin Barnes,Lowell,2,17.83,35.66
NJ-2017-163510,NJ-2017-NJ-808,Keith Berry,Westfield,10,53.35,533.5
MA-2017-143028,MA-AMDGO-10768,Susan Watkins,Lowell,5,53.35,266.75
CT-2014-111150,CT-2014-XW-632,Lois Baker,Fairfield,3,12.42,37.26
OR-2017-165386,OR-2017-AB-208,Julie Gonzalez,Portland,8,12.42,99.36
MA-2014-116407,MA-2014-RF-792,Alice Kelly,Lowell,4,53.35,213.4
OR-2015-155761,OR-2015-WC-735,Kathy Lee,Portland,8,16.32,130.56
WA-2016-145905,WA-2016-XN-531,Maria Romero,Seattle,6,53.35,320.1
WA-2015-113110,WA-2015-BQ-764,Jeremy Baker,Seattle,9,12.42,111.78
NJ-2016-168354,NJ-2016-OF-562,Mark Alexander,Troy,10,17.83,178.3
WA-2017-111241,WA-2017-HO-777,Craig Thomas,Seattle,4,12.42,49.68
NJ-2015-114237,NJ-2015-SV-897,Cheryl Riley,Troy,9,16.32,146.88
MA-2016-113516,MA-2016-IM-674,Bruce Reynolds,Lowell,3,12.42,37.26
NJ-2015-117961,NJ-2015-FM-400,Ashley Spencer,Troy,9,16.32,146.88
NJ-2016-128923,NJ-2016-AR-998,Wayne Rivera,Troy,8,12.42,99.36
CT-2017-162481,CT-2017-HW-120,Maria Long,Fairfield,6,53.35,320.1
NJ-2015-119214,NJ-2015-NN-399,Ralph Gomez,Troy,1,17.83,17.83
WA-2015-122287,WA-2015-IB-811,Sharon Montgomery,Seattle,1,17.83,17.83
CA-2015-104493,CA-2015-TH-866,Robin Murphy,Los Angeles,3,12.42,37.26
NJ-2017-158946,NJ-2017-MU-125,Joe Ryan,Troy,6,12.42,74.52
MA-2014-129168,MA-2014-KR-385,Jerry Palmer,Lowell,2,53.35,106.7
NJ-2016-131835,NJ-2016-VQ-505,Jerry Pierce,Troy,4,53.35,213.4
NV-2015-142237,NV-2015-CP-128,Paula Watson,Las Vegas,2,12.42,24.84
NJ-2016-136434,NJ-2016-QR-545,Heather Andrews,Troy,8,53.35,426.8
MA-2017-120376,MA-2017-BA-989,Michael Foster,Lowell,6,12.42,74.52
OR-2014-106439,OR-2014-OG-784,Lillian Howard,Portland,9,12.42,111.78
WA-2015-133452,WA-2015-BX-869,Angela Sullivan,Seattle,6,12.42,74.52
NJ-2016-146521,NJ-2016-US-612,Jacqueline Wheeler,Westfield,5,12.42,62.1
WA-2017-110996,MA-WROXN-21502,Annie Hughes,Seattle,4,16.32,65.28
NJ-2016-129693,NJ-2016-HT-420,Denise Mitchell,Westfield,6,53.35,320.1
MA-2017-122504,MA-2017-CA-477,Joseph Bishop,Lowell,4,17.83,71.32
WA-2014-131051,WA-2014-PO-343,Mildred Hernandez,Seattle,3,12.42,37.26
MA-2017-140676,MA-2017-QU-165,Steven Miller,Lowell,9,12.42,111.78
WA-2015-120103,WA-2015-LH-669,Gary Cook,Seattle,6,12.42,74.52
WA-2017-104647,WA-2017-GL-196,Arthur Green,Seattle,10,53.35,533.5
NV-2014-110352,NV-2014-PR-610,Rachel Dunn,Las Vegas,2,12.42,24.84
CA-2016-140501,CA-2016-RL-749,Andrew Adams,Los Angeles,7,53.35,373.45
OR-2015-139290,OR-2015-HS-555,Roger Bell,Portland,3,16.32,48.96
MA-2017-166142,MA-2017-AG-858,Brandon King,Lowell,10,16.32,163.2
NV-2014-145926,NV-2014-KT-568,Kimberly Bennett,Las Vegas,5,12.42,62.1
NJ-2015-149678,NJ-2015-HV-990,Gloria Harper,Troy,5,16.32,81.6
MA-2015-164357,MA-2015-FJ-345,Aaron Morris,Lowell,1,12.42,12.42
MA-2016-146570,MA-2016-VH-686,Todd Spencer,Lowell,8,12.42,99.36
